    lat     lon            mean              annu_cos              annu_sin          semiannu_cos         semiannu_sin
   1.500  122.000    1.4237039173e-04     1.0474017152e-06     7.5677062117e-07    -3.2822231813e-07    -3.1384412474e-07 
   1.500  122.500    1.4358588505e-04     9.1517870890e-07     5.3071667675e-07    -5.8230364518e-07    -3.6942013790e-07 
   1.500  123.000    1.4392310546e-04     6.9226746834e-07     4.0320152418e-07    -5.9500803078e-07    -2.7430288614e-07 
   1.500  123.500    1.4428980627e-04     3.0653197990e-07     2.0977668289e-07    -5.0462248556e-07    -5.7508745844e-08 
   1.500  124.000    1.4395574252e-04     1.3319184164e-06     6.9904309905e-07    -5.8871257233e-07    -4.2923055289e-07 
   1.500  124.500    1.4218082911e-04     1.4937300199e-06     7.8967208562e-07    -2.5473800400e-07    -5.5696386658e-07 
   1.500  125.000    1.4312127566e-04     9.5439414184e-07     7.1404466969e-07    -2.6364417893e-07    -4.7294463446e-07 
   1.500  125.500    1.4274748723e-04     5.8870959169e-07     6.8867488097e-07    -2.3351548128e-07    -4.0430760203e-07 
   1.500  126.000    1.4458835672e-04     3.7880377678e-07    -1.4453724553e-08    -3.3952754309e-07     1.9636592894e-07 
   1.500  126.500    1.4458432126e-04     4.3496403100e-07     5.7272696801e-08    -2.7969531069e-07     2.3190495258e-07 
   1.500  127.000    1.4455447478e-04     4.4829765600e-07     1.4848634723e-07    -1.9325047554e-07     6.7855648524e-08 
   1.500  127.500    1.4435590412e-04     3.5413769496e-07    -1.1539721107e-09    -1.3892037653e-07     9.6802795307e-08 
   1.500  128.000    1.4377524273e-04     5.0616040051e-07     4.8965314292e-07    -1.0645989577e-07    -2.0461341077e-07 
   1.500  128.500    1.4348102737e-04     4.6827216427e-07     4.1982867011e-07    -1.5119223871e-07    -1.5817272880e-07 
   1.500  129.000    1.4433278977e-04     4.2390504588e-07     2.6599129749e-07    -2.2899648098e-07     1.0422593353e-07 
   1.500  129.500    1.4417985428e-04     5.0660841285e-07     2.4642986103e-07    -2.7527293148e-07     8.0390562254e-08 
   1.500  130.000    1.4423439616e-04     4.4393586408e-07     2.1123472718e-07    -2.7443208502e-07     4.1278740124e-08 
   1.500  130.500    1.4426599825e-04     4.2716259030e-07     2.0785462516e-07    -2.5970135155e-07     1.4806852266e-08 
   1.500  131.000    1.4426916319e-04     4.4308373496e-07     2.1199199362e-07    -2.3209157610e-07    -6.0599005004e-09 
   1.500  131.500    1.4427056705e-04     4.3217300455e-07     1.7730061383e-07    -2.1311457640e-07    -1.9499731294e-08 
   1.500  132.000    1.4429369010e-04     3.8970852834e-07     1.2289735809e-07    -1.9354418558e-07    -1.3803070681e-08 
   1.500  132.500    1.4433097534e-04     3.6539387776e-07     4.8917185671e-08    -1.7876127701e-07     1.1517809026e-08 
   1.500  133.000    1.4432604182e-04     3.4503935253e-07    -5.5294802364e-09    -1.5862912268e-07    -1.0296718743e-08 
   1.500  133.500    1.4435861925e-04     3.5586199600e-07    -4.3893679664e-08    -1.5635360932e-07    -2.4455430527e-08 
   1.500  134.000    1.4437383042e-04     3.6664020073e-07    -5.3692933688e-08    -1.6597224356e-07    -4.8558628152e-08 
   1.500  134.500    1.4435997227e-04     4.1414627055e-07    -6.3220009046e-08    -1.8981002975e-07    -3.8642922134e-08 
   1.500  135.000    1.4434944183e-04     4.3716306900e-07    -6.8442648699e-08    -1.8734086712e-07    -1.2266173144e-08 
   2.000   70.000    1.4612595510e-04    -3.2662771297e-07     1.2619764378e-06     5.8583289607e-08     5.8099259263e-07 
   2.000   70.500    1.4612909885e-04    -3.3362734648e-07     1.2433553592e-06     7.2188113796e-08     5.8850009819e-07 
   2.000   71.000    1.4609932341e-04    -3.2462354467e-07     1.2322401064e-06     9.3108022574e-08     5.7379065514e-07 
   2.000   71.500    1.4610003437e-04    -3.1877587690e-07     1.2426868595e-06     1.1596435668e-07     5.6389330383e-07 
   2.000   72.000    1.4609877243e-04    -3.3837061517e-07     1.2215204470e-06     1.1688921490e-07     5.5346198787e-07 
   2.000   72.500    1.4608423551e-04    -3.7164179042e-07     1.2128005016e-06     1.1848621610e-07     5.5216744698e-07 
   2.000   73.000    1.4603894217e-04    -4.0217361200e-07     1.2020604561e-06     1.2118819551e-07     5.3869872962e-07 
   2.000   73.500    1.4601125607e-04    -4.1563714635e-07     1.1799410574e-06     1.3383171173e-07     5.4753922929e-07 
   2.000   74.000    1.4598629059e-04    -4.7832427944e-07     1.1566825366e-06     1.3662820518e-07     5.6799392229e-07 
   2.000   74.500    1.4595235968e-04    -4.9673419315e-07     1.1327318210e-06     1.6639021679e-07     5.6605911705e-07 
   2.000   75.000    1.4593296778e-04    -5.2602133672e-07     1.1054322562e-06     1.8748839271e-07     5.3671753923e-07 
   2.000   75.500    1.4593044706e-04    -5.4672513770e-07     1.0781577476e-06     2.1605421029e-07     4.9422890901e-07 
   2.000   76.000    1.4589960109e-04    -5.5305686512e-07     1.0504378094e-06     2.3956723364e-07     4.4612294397e-07 
   2.000   76.500    1.4587545463e-04    -5.6568496875e-07     1.0381274743e-06     2.6804197471e-07     4.2718260388e-07 
   2.000   77.000    1.4585285988e-04    -5.8832312422e-07     1.0267479445e-06     2.7121506753e-07     4.2860011104e-07 
   2.000   77.500    1.4582505630e-04    -6.2295688247e-07     9.9239461899e-07     2.8076184095e-07     4.1196011210e-07 
   2.000   78.000    1.4580645113e-04    -6.3939889530e-07     9.8108445796e-07     2.9142832842e-07     4.0231542270e-07 
   2.000   78.500    1.4578110358e-04    -6.5892591267e-07     9.6905532587e-07     3.0682653280e-07     3.8557844343e-07 
   2.000   79.000    1.4577405451e-04    -6.6177837772e-07     9.6040372169e-07     3.2425989472e-07     3.8662869500e-07 
   2.000   79.500    1.4574744192e-04    -7.0213296379e-07     9.3511667645e-07     3.3736517466e-07     3.4884574812e-07 
   2.000   80.000    1.4573943562e-04    -7.1953518523e-07     9.0479753307e-07     3.5384382478e-07     3.0825414931e-07 
   2.000   80.500    1.4573204416e-04    -7.0722147832e-07     9.0322693524e-07     3.8294756607e-07     2.8336949065e-07 
   2.000   81.000    1.4570410493e-04    -7.0168559708e-07     8.7254311391e-07     4.1738385398e-07     2.3694613986e-07 
   2.000   81.500    1.4567508658e-04    -6.8900939688e-07     8.6898045710e-07     4.3098846407e-07     2.0628531129e-07 
   2.000   82.000    1.4567430606e-04    -6.7002965827e-07     8.8027386855e-07     4.3641714097e-07     1.8296519420e-07 
   2.000   82.500    1.4568291061e-04    -6.6267627266e-07     8.8680251501e-07     4.3967138627e-07     1.6030614477e-07 
   2.000   83.000    1.4564802327e-04    -6.9372445196e-07     8.7160756973e-07     4.3966090239e-07     1.3130373211e-07 
   2.000   83.500    1.4562003472e-04    -6.7821731518e-07     8.4813241773e-07     4.6376581493e-07     1.4169042335e-07 
   2.000   84.000    1.4558113089e-04    -6.8125401455e-07     8.1981111132e-07     5.0186240604e-07     1.4659179828e-07 
   2.000   84.500    1.4554470378e-04    -6.9645942076e-07     8.0860734951e-07     5.3177642315e-07     1.2033209896e-07 
   2.000   85.000    1.4551226272e-04    -7.0293145705e-07     8.1581507187e-07     5.5578346393e-07     9.3233768451e-08 
   2.000   85.500    1.4546884185e-04    -6.9860556804e-07     8.0182146958e-07     5.8110714080e-07     6.4541390542e-08 
   2.000   86.000    1.4542918872e-04    -6.8876972534e-07     7.9485786860e-07     5.8811643180e-07     4.0365982210e-08 
   2.000   86.500    1.4542374044e-04    -6.6193787664e-07     7.9366633610e-07     5.8697863707e-07     1.9310521940e-08 
   2.000   87.000    1.4541397005e-04    -6.1983340909e-07     7.9778261456e-07     5.8502413963e-07     1.2975154849e-08 
   2.000   87.500    1.4538595849e-04    -5.8697321008e-07     7.9570581527e-07     5.9539348760e-07     1.9996545823e-08 
   2.000   88.000    1.4535705245e-04    -5.6380342490e-07     7.9395479573e-07     5.9173516361e-07     7.3936829503e-10 
   2.000   88.500    1.4531180648e-04    -5.2600965371e-07     7.7406537125e-07     5.6006531257e-07     2.8110625534e-08 
   2.000   89.000    1.4527959007e-04    -4.9715903345e-07     7.6413275575e-07     5.3077097391e-07     6.4390845776e-08 
   2.000   89.500    1.4524206162e-04    -4.8438616013e-07     7.6415688436e-07     5.2092872466e-07     9.2383938628e-08 
   2.000   90.000    1.4519789496e-04    -4.6113119259e-07     7.6662146772e-07     5.2145094930e-07     9.3847874699e-08 
   2.000   90.500    1.4515382445e-04    -4.5651256818e-07     7.5713709840e-07     5.2921468815e-07     1.1166029480e-07 
   2.000   91.000    1.4511545474e-04    -4.4159970654e-07     7.3463693381e-07     5.2554083966e-07     1.2395261558e-07 
   2.000   91.500    1.4507757116e-04    -3.8624028713e-07     7.2783594589e-07     5.1801443895e-07     1.3352772582e-07 
   2.000   92.000    1.4502025080e-04    -3.6269795098e-07     7.2271032287e-07     5.0097045689e-07     1.3893288189e-07 
   2.000   92.500    1.4498451780e-04    -3.0731560890e-07     7.1024282050e-07     4.9147812003e-07     1.6318797074e-07 
   2.000   93.000    1.4495719246e-04    -2.6629186745e-07     7.1755764987e-07     4.6669419669e-07     1.7137808701e-07 
   2.000   93.500    1.4487951270e-04    -2.2226877974e-07     7.0384595987e-07     4.3237874755e-07     2.1691867297e-07 
   2.000   94.000    1.4483672279e-04    -1.9831895994e-07     7.0978308914e-07     4.1443772098e-07     2.5932216296e-07 
   2.000   94.500    1.4475917449e-04    -1.6161558812e-07     6.9117717394e-07     4.1617670493e-07     2.9201286270e-07 
   2.000   95.000    1.4467927187e-04    -1.3319887039e-07     6.6183755445e-07     4.1708947752e-07     3.2542245359e-07 
   2.000   95.500    1.4457273625e-04    -9.8848173684e-08     6.6542018223e-07     4.1947213018e-07     3.3225752693e-07 
   2.000   96.000    1.4450201152e-04    -7.7285283176e-08     6.7822507828e-07     4.3472389259e-07     3.1595459968e-07 
   2.000   96.500    1.4438388974e-04    -5.0229601429e-08     6.4553721332e-07     3.8923477944e-07     3.6151795577e-07 
   2.000   97.000    1.4423254008e-04    -7.1435791512e-08     6.2111799088e-07     3.3718100578e-07     3.9812697812e-07 
   2.000   97.500    1.4372162460e-04    -8.4916186657e-08     6.4985620608e-07     2.6659132190e-07     3.8396268160e-07 
   2.000   98.000    1.4214194543e-04     4.1301798421e-07     4.9005982244e-07    -2.7508268477e-07     4.4277127842e-07 
   2.000   98.500    1.4090599769e-04     7.6128465272e-07     5.6386984855e-07    -4.9584439073e-07     3.1399959214e-07 
   2.000   99.000    1.3984344544e-04     3.1469749735e-07     4.5763641792e-07    -3.6419653848e-07     1.0463154342e-07 
   2.000   99.500    1.4076097070e-04     3.5593749660e-07     7.2505214122e-07    -3.3204162089e-07     1.5838928927e-07 
   2.000  100.000    1.4202366210e-04     4.6024302578e-07     8.4489241067e-07    -5.2302275767e-07     1.6660904697e-07 
   2.000  100.500    1.4351463166e-04     4.1373435113e-07     6.9421987455e-07    -6.0267686474e-07    -1.8223305437e-08 
   2.000  101.000    1.4376173286e-04     1.1942319606e-07     4.0330763870e-07    -5.2544767763e-07    -2.6598900348e-08 
   2.000  101.500    1.4399990634e-04    -5.1797628409e-07     3.1095543187e-07    -4.2021368840e-07     5.1709269863e-08 
   2.000  102.000    1.4399488186e-04    -1.0357149425e-06     3.2810488929e-07    -3.3188641373e-07     2.0962838595e-07 
   2.000  102.500    1.4362660535e-04    -1.0824914152e-06     3.1964237378e-07    -1.4677921647e-07     7.5145235450e-08 
   2.000  103.000    1.4409132487e-04    -1.2065800128e-06     2.4743835784e-07     1.7620931349e-08     2.9067379504e-08 
   2.000  103.500    1.4451453358e-04    -8.4101701356e-07     3.8256704758e-07     9.1175752460e-08     1.6467393475e-07 
   2.000  104.000    1.4483087403e-04    -5.1785659269e-07     6.2750539298e-07    -1.9388940158e-08     2.8045329140e-07 
   2.000  104.500    1.4505563134e-04    -7.3451893861e-07     6.0359079664e-07    -8.5327048442e-08     6.4462614399e-07 
   2.000  105.000    1.4524809128e-04    -8.0679712942e-07     6.3788887421e-07    -3.2096515598e-08     7.8432141513e-07 
   2.000  105.500    1.4512967882e-04    -7.8564358268e-07     6.5570890558e-07     2.6105211972e-08     8.1534233454e-07 
   2.000  106.000    1.4505519786e-04    -6.8279118861e-07     6.5241267021e-07     3.1645598849e-08     7.9222227087e-07 
   2.000  106.500    1.4497441803e-04    -5.9991609252e-07     6.3432925586e-07     3.7716911968e-08     7.6518340493e-07 
   2.000  107.000    1.4484114160e-04    -5.6508928013e-07     5.7471532801e-07     8.0023007839e-08     7.8007232732e-07 
   2.000  107.500    1.4475222235e-04    -5.9415730521e-07     4.8256480069e-07     1.2111642591e-07     8.0689317549e-07 
   2.000  108.000    1.4466347009e-04    -6.4013712782e-07     4.4256640869e-07     9.6581456499e-08     8.0314916200e-07 
   2.000  108.500    1.4460875992e-04    -6.8208970673e-07     4.1735636532e-07     8.1946959173e-08     7.2220790605e-07 
   2.000  109.000    1.4467937556e-04    -7.3279275787e-07     3.4754732603e-07     1.8592571061e-09     5.4994872398e-07 
   2.000  109.500    1.4282703809e-04     3.6704664279e-07     3.4975613905e-07    -6.5473285368e-09     5.1393604707e-08 
   2.000  110.000    1.4260797674e-04     3.4408009126e-07     3.4232993575e-07     1.0965829001e-07     1.2393048811e-07 
   2.000  110.500    1.4394010102e-04    -6.8946030111e-08     3.0033846156e-07    -2.4261549841e-08     1.6519542740e-07 
   2.000  111.000    1.4416575457e-04    -3.0443897773e-07     3.5743672045e-07    -7.3221904894e-08     2.7211691789e-07 
   2.000  111.500    1.4366871383e-04     1.5656172391e-07     3.8145209009e-07    -9.1376202223e-08    -1.0305888300e-07 
   2.000  112.000    1.4345682236e-04     1.3160526464e-07     4.0927000807e-07    -7.1059197009e-08    -6.2477556669e-08 
   2.000  112.500    1.4318438789e-04    -1.0517204728e-08     4.2352060007e-07    -1.2653027327e-07    -7.8100955842e-08 
   2.000  113.000    1.4311922399e-04    -2.9561576818e-07     3.7881873741e-07    -1.0540579427e-07    -6.7514851255e-08 
   2.000  113.500    1.4251527238e-04     2.5837415372e-07     4.2559625678e-07    -1.6937266870e-07    -2.5181100447e-09 
   2.000  114.000    1.4223358166e-04     1.5077009888e-07     4.5465448759e-07    -2.2729306693e-07    -1.6840092223e-08 
   2.000  114.500    1.4137709953e-04     9.3550422236e-08     4.8044653789e-07    -2.6989581917e-07    -3.9682064063e-08 
   2.000  115.000    1.4043215556e-04    -2.8086801002e-08     3.9657637814e-07    -2.5426776097e-07    -6.4518789376e-08 
   2.000  115.500    1.4068272599e-04     1.0688556113e-08     4.0735179028e-07    -2.9216510289e-07    -1.0553212675e-07 
   2.000  116.000    1.4090246509e-04     1.2866783696e-07     4.5684952661e-07    -3.4090113258e-07    -4.2252094708e-08 
   2.000  116.500    1.4206052087e-04    -6.2727230004e-08     3.9680522373e-07    -2.2299818585e-07     5.3303616161e-08 
   2.000  117.000    1.4313086946e-04     1.0213285159e-07     4.5820414986e-07    -2.4377740117e-07    -1.4247981541e-07 
   2.000  117.500    1.4344158391e-04     2.0190918062e-07     4.1361648361e-07    -3.4260145110e-07    -8.8546930849e-08 
   2.000  118.000    1.4448517535e-04     1.4652338462e-07     3.9244325319e-07    -5.8924888572e-07    -5.0669270265e-08 
   2.000  118.500    1.4427227893e-04    -3.1440964377e-07     5.0004206608e-08    -4.2045148256e-07     3.7522446006e-07 
   2.000  119.000    1.4484963218e-04    -3.1938660231e-07     3.0625633113e-08    -4.3893050004e-07     3.4963177963e-07 
   2.000  119.500    1.4487906752e-04    -3.5329682107e-07    -1.6713506481e-08    -4.0089376151e-07     3.5912205436e-07 
   2.000  120.000    1.4481235107e-04    -2.8492130659e-07     2.2518000998e-08    -4.0881208975e-07     3.5995468908e-07 
   2.000  120.500    1.4469145222e-04    -1.1422923891e-07     9.4990399634e-08    -4.2507186400e-07     3.0394904692e-07 
   2.000  121.000    1.4464577749e-04     9.0803179742e-10     1.4361340324e-07    -4.5914156282e-07     1.8626551681e-07 
   2.000  121.500    1.4450274195e-04     1.1930393879e-07     1.5790383958e-07    -4.7680269535e-07     9.0538912777e-08 
   2.000  122.000    1.4428737055e-04     4.2865292306e-07     3.0481158382e-07    -5.5684195236e-07    -8.5042627276e-08 
   2.000  122.500    1.4425256388e-04     6.1813509962e-07     4.1085993373e-07    -6.6159996717e-07    -2.3215625552e-07 
   2.000  123.000    1.4433397236e-04     4.8540747862e-07     3.6845171008e-07    -6.3412699019e-07    -1.5902477134e-07 
   2.000  123.500    1.4440596486e-04     3.3200251338e-07     2.7863868335e-07    -6.1286737495e-07    -4.5078558906e-08 
   2.000  124.000    1.4433509202e-04     5.3792758110e-07     3.8034135286e-07    -6.6276803840e-07    -1.5387091366e-07 
   2.000  124.500    1.4420452074e-04     6.4973359986e-07     4.2150657530e-07    -6.1642594654e-07    -1.7161889943e-07 
   2.000  125.000    1.4411942982e-04     1.2204312929e-06     7.3870505480e-07    -5.2639848730e-07    -4.2408457083e-07 
   2.000  125.500    1.4445591373e-04     7.5185830319e-07     5.4993735819e-07    -3.8998988880e-07    -1.9782937413e-07 
   2.000  126.000    1.4478976586e-04     2.0603351708e-07     5.2707245057e-08    -3.3370033731e-07     3.2000334107e-07 
   2.000  126.500    1.4479699736e-04     3.0590485961e-07     9.9564337573e-08    -3.1079651340e-07     3.3989175493e-07 
   2.000  127.000    1.4471913881e-04     3.5625293249e-07     1.3786928236e-07    -2.6050684485e-07     3.7039023186e-07 
   2.000  127.500    1.4481778947e-04     5.5565095593e-07     3.0432750031e-07    -1.9076466051e-07     1.3902376693e-07 
   2.000  128.000    1.4323827538e-04     6.6541976644e-07     5.4534949191e-07    -1.3715500673e-07    -1.7919104231e-07 
   2.000  128.500    1.4333342551e-04     5.8215116384e-07     5.0020745222e-07    -2.0045096057e-07    -1.3229320528e-07 
   2.000  129.000    1.4453683236e-04     5.2328182956e-07     3.2440888510e-07    -2.3541987951e-07     8.0858703208e-08 
   2.000  129.500    1.4432708166e-04     5.0357229450e-07     2.9759674833e-07    -2.8042532961e-07     1.3249981647e-07 
   2.000  130.000    1.4431817318e-04     4.9517851990e-07     2.7855614716e-07    -2.5823149027e-07     9.6582156173e-08 
   2.000  130.500    1.4433926549e-04     4.8906851800e-07     2.5718924799e-07    -2.4811782638e-07     9.2444945737e-08 
   2.000  131.000    1.4434061030e-04     5.1665766160e-07     2.4466461726e-07    -2.0852770333e-07     9.5144512233e-08 
   2.000  131.500    1.4435876828e-04     5.1978363804e-07     2.1565650666e-07    -2.0134942323e-07     9.2076533667e-08 
   2.000  132.000    1.4435847965e-04     4.8640582547e-07     1.5341403357e-07    -1.9053911934e-07     8.1734339182e-08 
   2.000  132.500    1.4438428864e-04     4.3838634955e-07     8.6621616127e-08    -1.6646858611e-07     6.8587533912e-08 
   2.000  133.000    1.4442264489e-04     4.3004263214e-07     2.8173778024e-08    -1.4196406819e-07     6.3425006365e-08 
   2.000  133.500    1.4443166487e-04     4.5075911657e-07     4.1565025182e-09    -1.4587270135e-07     6.3623365569e-08 
   2.000  134.000    1.4444520990e-04     4.4309451668e-07    -1.3764990917e-08    -1.6175036533e-07     7.3230983063e-08 
   2.000  134.500    1.4442286401e-04     4.4212096914e-07    -3.7035378043e-08    -1.8666285284e-07     7.5037546413e-08 
   2.000  135.000    1.4441757297e-04     4.5310263920e-07    -4.0597452957e-08    -1.9439714814e-07     6.1147144661e-08 
   2.500   70.000    1.4622199894e-04    -2.9274151264e-07     1.3118545081e-06     7.6773247425e-08     6.0507676355e-07 
   2.500   70.500    1.4622676845e-04    -2.9749485676e-07     1.3055276768e-06     6.4265196805e-08     6.0712697551e-07 
   2.500   71.000    1.4621518786e-04    -2.7718708556e-07     1.2887688883e-06     9.1516986263e-08     5.9913491415e-07 
   2.500   71.500    1.4622362682e-04    -2.6244295529e-07     1.2807107541e-06     1.2476508885e-07     6.0146180727e-07 
   2.500   72.000    1.4621046064e-04    -2.6801235486e-07     1.2667686789e-06     1.3638104111e-07     6.0158864871e-07 
   2.500   72.500    1.4618227846e-04    -3.1180503297e-07     1.2542686450e-06     1.3156683169e-07     5.9997494306e-07 
   2.500   73.000    1.4612928434e-04    -3.6841971127e-07     1.2201627792e-06     1.2763168881e-07     5.7731696380e-07 
   2.500   73.500    1.4612816749e-04    -4.0263975849e-07     1.2224816108e-06     1.5274810798e-07     5.8417203759e-07 
   2.500   74.000    1.4610335314e-04    -4.3819693999e-07     1.2059274181e-06     1.5593985332e-07     5.7624480836e-07 
   2.500   74.500    1.4608016937e-04    -4.6844635912e-07     1.1855293299e-06     1.6733408233e-07     5.7877309090e-07 
   2.500   75.000    1.4606226256e-04    -4.9530155092e-07     1.1454471059e-06     1.8252509125e-07     5.5797560639e-07 
   2.500   75.500    1.4605115928e-04    -5.0210253657e-07     1.1004740118e-06     2.1179450432e-07     5.1754962224e-07 
   2.500   76.000    1.4601108436e-04    -5.1619037954e-07     1.0725485387e-06     2.2606574794e-07     4.7853957540e-07 
   2.500   76.500    1.4597627012e-04    -5.2218939054e-07     1.0682308606e-06     2.2779281908e-07     4.5818999912e-07 
   2.500   77.000    1.4594491926e-04    -5.2447593333e-07     1.0455313473e-06     2.3597897796e-07     4.3900244537e-07 
   2.500   77.500    1.4592174284e-04    -5.3301626057e-07     1.0305006070e-06     2.6912547293e-07     4.2937319105e-07 
   2.500   78.000    1.4589099981e-04    -5.3699746421e-07     1.0189631593e-06     3.1004532204e-07     4.2951305664e-07 
   2.500   78.500    1.4586665264e-04    -5.7297351842e-07     1.0119420079e-06     3.3377706248e-07     4.0891415138e-07 
   2.500   79.000    1.4585167032e-04    -6.0609518371e-07     1.0015663944e-06     3.3881139925e-07     3.9636738312e-07 
   2.500   79.500    1.4583712891e-04    -6.3116117074e-07     9.7964920619e-07     3.4909829640e-07     3.7802477302e-07 
   2.500   80.000    1.4582195305e-04    -6.4333095345e-07     9.4413235348e-07     3.5694287603e-07     3.3438990768e-07 
   2.500   80.500    1.4580511658e-04    -6.5896547084e-07     9.2183095006e-07     3.7041301083e-07     3.0948339958e-07 
   2.500   81.000    1.4577688166e-04    -6.8510353034e-07     8.9663750975e-07     3.8708527105e-07     2.7954590949e-07 
   2.500   81.500    1.4574681587e-04    -6.7513942382e-07     8.9248630591e-07     4.2144927411e-07     2.6389679223e-07 
   2.500   82.000    1.4574376454e-04    -6.5504849676e-07     8.9298235232e-07     4.3428733884e-07     2.3670518098e-07 
   2.500   82.500    1.4573662935e-04    -6.6487574635e-07     8.9585701098e-07     4.2550551813e-07     2.1799677980e-07 
   2.500   83.000    1.4570807485e-04    -6.8596689599e-07     8.8752172601e-07     4.2937011512e-07     1.9390695962e-07 
   2.500   83.500    1.4567461989e-04    -6.8419438498e-07     8.4781202894e-07     4.5262137870e-07     1.9483744468e-07 
   2.500   84.000    1.4564249213e-04    -6.6511811625e-07     8.2571098374e-07     4.8128073826e-07     1.9292188851e-07 
   2.500   84.500    1.4560179124e-04    -6.7172626485e-07     8.1102762879e-07     5.0818198243e-07     1.7743972644e-07 
   2.500   85.000    1.4557612855e-04    -6.7879712214e-07     7.9762340194e-07     5.5023856754e-07     1.4750213434e-07 
   2.500   85.500    1.4553928725e-04    -6.7123329991e-07     7.8896790861e-07     5.7812826593e-07     1.2489368888e-07 
   2.500   86.000    1.4553479101e-04    -6.4840860279e-07     7.9722959410e-07     5.7987618166e-07     8.6813727819e-08 
   2.500   86.500    1.4550705111e-04    -6.4709571393e-07     7.9559647652e-07     5.8474854328e-07     7.1540130046e-08 
   2.500   87.000    1.4549789195e-04    -6.0909909942e-07     8.0541567466e-07     5.8824980018e-07     6.5079155363e-08 
   2.500   87.500    1.4546952133e-04    -5.8882674467e-07     7.9913247103e-07     5.9985185078e-07     6.1889622608e-08 
   2.500   88.000    1.4543220157e-04    -5.7133341927e-07     7.9696519047e-07     6.0705909146e-07     4.2112851520e-08 
   2.500   88.500    1.4538050763e-04    -5.2739577085e-07     7.9109520201e-07     5.9032847581e-07     5.7155981156e-08 
   2.500   89.000    1.4532530112e-04    -4.9210157374e-07     8.0454624930e-07     5.5192213776e-07     8.5690607328e-08 
   2.500   89.500    1.4528103617e-04    -4.6602770253e-07     8.1310606650e-07     5.5096155458e-07     1.2486206417e-07 
   2.500   90.000    1.4525936218e-04    -4.4054856639e-07     8.2991287986e-07     5.6499031360e-07     1.5953173577e-07 
   2.500   90.500    1.4520234792e-04    -4.4430033070e-07     8.0519612020e-07     5.6312204908e-07     1.8238545406e-07 
   2.500   91.000    1.4516794560e-04    -4.1223479954e-07     7.8102003524e-07     5.6648723724e-07     2.0953976401e-07 
   2.500   91.500    1.4514298876e-04    -3.6165487179e-07     7.7774042438e-07     5.6815520453e-07     2.3115671295e-07 
   2.500   92.000    1.4511209520e-04    -3.4785153986e-07     7.4782848226e-07     5.5753527359e-07     2.1557543477e-07 
   2.500   92.500    1.4507490699e-04    -3.1626283776e-07     7.5464148102e-07     5.4124311143e-07     2.2069062203e-07 
   2.500   93.000    1.4502389635e-04    -2.7464390942e-07     7.5688991989e-07     4.8760618824e-07     2.4925240005e-07 
   2.500   93.500    1.4493598800e-04    -2.3497881549e-07     7.7270227053e-07     4.4129059013e-07     2.8118562096e-07 
   2.500   94.000    1.4488359250e-04    -2.0115477659e-07     7.6201153056e-07     4.3121867417e-07     3.2087558897e-07 
   2.500   94.500    1.4479646063e-04    -1.5535962881e-07     7.5295984882e-07     4.4124986338e-07     3.7035113195e-07 
   2.500   95.000    1.4467909724e-04    -1.0234732257e-07     7.2416843630e-07     4.3763421358e-07     4.1042300879e-07 
   2.500   95.500    1.4457034966e-04    -8.8486783039e-08     7.1554911238e-07     4.5173398266e-07     4.1944826631e-07 
   2.500   96.000    1.4451185743e-04    -4.1292125873e-08     6.7951473558e-07     3.7641739062e-07     4.0504965217e-07 
   2.500   96.500    1.4427340419e-04     4.1023585107e-08     7.0664729167e-07     3.5229076808e-07     4.1802112149e-07 
   2.500   97.000    1.4415504791e-04     6.3299416443e-08     7.4326426012e-07     3.1994592130e-07     4.6534962383e-07 
   2.500   97.500    1.4334194858e-04     2.5658735921e-07     7.2455790723e-07     2.9626838219e-08     5.1524887163e-07 
   2.500   98.000    1.4145439145e-04     6.7062221300e-07     6.5961607226e-07    -3.7518818647e-07     3.8373995592e-07 
   2.500   98.500    1.3934946387e-04     6.2369112252e-07     5.6228718297e-07    -4.0760929620e-07     1.4644159910e-07 
   2.500   99.000    1.4000083213e-04     5.4866147684e-07     7.3176393291e-07    -3.8617644436e-07     1.2881896148e-07 
   2.500   99.500    1.4216989285e-04    -1.7098845544e-07     5.5343776739e-07    -2.0779654974e-07     1.3443248025e-07 
   2.500  100.000    1.4257044736e-04     2.0341096675e-07     7.2451228692e-07    -4.5579014009e-07     3.5387688235e-07 
   2.500  100.500    1.4426368181e-04    -1.6111744326e-07     6.3949311160e-07    -3.7699638471e-07     3.4947270616e-07 
   2.500  101.000    1.4411476693e-04    -3.8504853416e-07     5.1613197398e-07    -3.0953143517e-07     2.4002541505e-07 
   2.500  101.500    1.4349905484e-04    -5.5930111778e-07     3.9993599728e-07    -2.2579333275e-07    -1.5255607626e-08 
   2.500  102.000    1.4224035225e-04    -4.9319683028e-07     5.0467591207e-07    -2.8362915475e-07     3.4491072775e-08 
   2.500  102.500    1.4229613006e-04    -3.0332821555e-07     5.1389753707e-07    -1.9358525911e-07     2.4067348512e-08 
   2.500  103.000    1.4389963742e-04    -4.4222296200e-07     5.6343338790e-07     2.7629214909e-08     1.4106837830e-07 
   2.500  103.500    1.4448226597e-04     1.4167943128e-07     7.1350442454e-07    -7.8698278131e-08     3.8765726560e-07 
   2.500  104.000    1.4472674869e-04    -4.0028469271e-07     6.8818657541e-07    -1.8750432712e-07     3.9173741868e-07 
